{
e
00000001, 1, 7
00000010, 1, 7
00000011, 2, 6
00000100, 1, 7
00000101, 2, 6
00000110, 2, 6
00000111, 3, 5
00001000, 1, 7
00001001, 2, 6
00001010, 2, 6
00001011, 3, 5
00001100, 2, 6
00001101, 3, 5
00001110, 3, 5
00001111, 4, 4
00010000, 1, 7
00010001, 2, 6
00010010, 2, 6
00010011, 3, 5
00010100, 2, 6
00010101, 3, 5
00010110, 3, 5
00010111, 4, 4
00011000, 2, 6
00011001, 3, 5
00011010, 3, 5
00011011, 4, 4
00011100, 3, 5
00011101, 4, 4
00011110, 4, 4
00011111, 5, 3
00100000, 1, 7
00100001, 2, 6
00100010, 2, 6
00100011, 3, 5
00100100, 2, 6
00100101, 3, 5
00100110, 3, 5
00100111, 4, 4
00101000, 2, 6
00101001, 3, 5
00101010, 3, 5
00101011, 4, 4
00101100, 3, 5
00101101, 4, 4
00101110, 4, 4
00101111, 5, 3
00110000, 2, 6
00110001, 3, 5
00110010, 3, 5
00110011, 4, 4
00110100, 3, 5
00110101, 4, 4
00110110, 4, 4
00110111, 5, 3
00111000, 3, 5
00111001, 4, 4
00111010, 4, 4
00111011, 5, 3
00111100, 4, 4
00111101, 5, 3
00111110, 5, 3
00111111, 6, 2
01000000, 1, 7
01000001, 2, 6
01000010, 2, 6
01000011, 3, 5
01000100, 2, 6
01000101, 3, 5
01000110, 3, 5
01000111, 4, 4
01001000, 2, 6
01001001, 3, 5
01001010, 3, 5
01001011, 4, 4
01001100, 3, 5
01001101, 4, 4
01001110, 4, 4
01001111, 5, 3
01010000, 2, 6
01010001, 3, 5
01010010, 3, 5
01010011, 4, 4
01010100, 3, 5
01010101, 4, 4
01010110, 4, 4
01010111, 5, 3
01011000, 3, 5
01011001, 4, 4
01011010, 4, 4
01011011, 5, 3
01011100, 4, 4
01011101, 5, 3
01011110, 5, 3
01011111, 6, 2
01100000, 2, 6
01100001, 3, 5
01100010, 3, 5
01100011, 4, 4
01100100, 3, 5
01100101, 4, 4
01100110, 4, 4
01100111, 5, 3
01101000, 3, 5
01101001, 4, 4
01101010, 4, 4
01101011, 5, 3
01101100, 4, 4
01101101, 5, 3
01101110, 5, 3
01101111, 6, 2
01110000, 3, 5
01110001, 4, 4
01110010, 4, 4
01110011, 5, 3
01110100, 4, 4
01110101, 5, 3
01110110, 5, 3
01110111, 6, 2
01111000, 4, 4
01111001, 5, 3
01111010, 5, 3
01111011, 6, 2
01111100, 5, 3
01111101, 6, 2
01111110, 6, 2
01111111, 7, 1
10000000, 1, 7
10000001, 2, 6
10000010, 2, 6
10000011, 3, 5
10000100, 2, 6
10000101, 3, 5
10000110, 3, 5
10000111, 4, 4
10001000, 2, 6
10001001, 3, 5
10001010, 3, 5
10001011, 4, 4
10001100, 3, 5
10001101, 4, 4
10001110, 4, 4
10001111, 5, 3
10010000, 2, 6
10010001, 3, 5
10010010, 3, 5
10010011, 4, 4
10010100, 3, 5
10010101, 4, 4
10010110, 4, 4
10010111, 5, 3
10011000, 3, 5
10011001, 4, 4
10011010, 4, 4
10011011, 5, 3
10011100, 4, 4
10011101, 5, 3
10011110, 5, 3
10011111, 6, 2
10100000, 2, 6
10100001, 3, 5
10100010, 3, 5
10100011, 4, 4
10100100, 3, 5
10100101, 4, 4
10100110, 4, 4
10100111, 5, 3
10101000, 3, 5
10101001, 4, 4
10101010, 4, 4
10101011, 5, 3
10101100, 4, 4
10101101, 5, 3
10101110, 5, 3
10101111, 6, 2
10110000, 3, 5
10110001, 4, 4
10110010, 4, 4
10110011, 5, 3
10110100, 4, 4
10110101, 5, 3
10110110, 5, 3
10110111, 6, 2
10111000, 4, 4
10111001, 5, 3
10111010, 5, 3
10111011, 6, 2
10111100, 5, 3
10111101, 6, 2
10111110, 6, 2
10111111, 7, 1
11000000, 2, 6
11000001, 3, 5
11000010, 3, 5
11000011, 4, 4
11000100, 3, 5
11000101, 4, 4
11000110, 4, 4
11000111, 5, 3
11001000, 3, 5
11001001, 4, 4
11001010, 4, 4
11001011, 5, 3
11001100, 4, 4
11001101, 5, 3
11001110, 5, 3
11001111, 6, 2
11010000, 3, 5
11010001, 4, 4
11010010, 4, 4
11010011, 5, 3
11010100, 4, 4
11010101, 5, 3
11010110, 5, 3
11010111, 6, 2
11011000, 4, 4
11011001, 5, 3
11011010, 5, 3
11011011, 6, 2
11011100, 5, 3
11011101, 6, 2
11011110, 6, 2
11011111, 7, 1
11100000, 3, 5
11100001, 4, 4
11100010, 4, 4
11100011, 5, 3
11100100, 4, 4
11100101, 5, 3
11100110, 5, 3
11100111, 6, 2
11101000, 4, 4
11101001, 5, 3
11101010, 5, 3
11101011, 6, 2
11101100, 5, 3
11101101, 6, 2
11101110, 6, 2
11101111, 7, 1
11110000, 4, 4
11110001, 5, 3
11110010, 5, 3
11110011, 6, 2
11110100, 5, 3
11110101, 6, 2
11110110, 6, 2
11110111, 7, 1
11111000, 5, 3
11111001, 6, 2
11111010, 6, 2
11111011, 7, 1
11111100, 6, 2
11111101, 7, 1
11111110, 7, 1
11111111, 8, 0
000000000, 0, 9
000000001, 1, 8
000000010, 1, 8
000000011, 2, 7
000000100, 1, 8
000000101, 2, 7
000000110, 2, 7
000000111, 3, 6
000001000, 1, 8
000001001, 2, 7
000001010, 2, 7
000001011, 3, 6
000001100, 2, 7
000001101, 3, 6
000001110, 3, 6
000001111, 4, 5
000010000, 1, 8
000010001, 2, 7
000010010, 2, 7
000010011, 3, 6
000010100, 2, 7
000010101, 3, 6
000010110, 3, 6
000010111, 4, 5
000011000, 2, 7
000011001, 3, 6
000011010, 3, 6
000011011, 4, 5
000011100, 3, 6
000011101, 4, 5
000011110, 4, 5
000011111, 5, 4
000100000, 1, 8
000100001, 2, 7
000100010, 2, 7
000100011, 3, 6
000100100, 2, 7
000100101, 3, 6
000100110, 3, 6
000100111, 4, 5
000101000, 2, 7
000101001, 3, 6
000101010, 3, 6
000101011, 4, 5
000101100, 3, 6
000101101, 4, 5
000101110, 4, 5
000101111, 5, 4
000110000, 2, 7
000110001, 3, 6
000110010, 3, 6
000110011, 4, 5
000110100, 3, 6
000110101, 4, 5
000110110, 4, 5
000110111, 5, 4
000111000, 3, 6
000111001, 4, 5
000111010, 4, 5
000111011, 5, 4
000111100, 4, 5
000111101, 5, 4
000111110, 5, 4
000111111, 6, 3
001000000, 1, 8
001000001, 2, 7
001000010, 2, 7
001000011, 3, 6
001000100, 2, 7
001000101, 3, 6
001000110, 3, 6
001000111, 4, 5
001001000, 2, 7
001001001, 3, 6
001001010, 3, 6
001001011, 4, 5
001001100, 3, 6
001001101, 4, 5
001001110, 4, 5
001001111, 5, 4
001010000, 2, 7
001010001, 3, 6
001010010, 3, 6
001010011, 4, 5
001010100, 3, 6
001010101, 4, 5
001010110, 4, 5
001010111, 5, 4
001011000, 3, 6
001011001, 4, 5
001011010, 4, 5
001011011, 5, 4
001011100, 4, 5
001011101, 5, 4
001011110, 5, 4
001011111, 6, 3
001100000, 2, 7
001100001, 3, 6
001100010, 3, 6
001100011, 4, 5
001100100, 3, 6
001100101, 4, 5
001100110, 4, 5
001100111, 5, 4
001101000, 3, 6
001101001, 4, 5
001101010, 4, 5
001101011, 5, 4
001101100, 4, 5
001101101, 5, 4
001101110, 5, 4
001101111, 6, 3
001110000, 3, 6
001110001, 4, 5
001110010, 4, 5
001110011, 5, 4
001110100, 4, 5
001110101, 5, 4
001110110, 5, 4
001110111, 6, 3
001111000, 4, 5
001111001, 5, 4
001111010, 5, 4
001111011, 6, 3
001111100, 5, 4
001111101, 6, 3
001111110, 6, 3
001111111, 7, 2
010000000, 1, 8
010000001, 2, 7
010000010, 2, 7
010000011, 3, 6
010000100, 2, 7
010000101, 3, 6
010000110, 3, 6
010000111, 4, 5
010001000, 2, 7
010001001, 3, 6
010001010, 3, 6
010001011, 4, 5
010001100, 3, 6
010001101, 4, 5
010001110, 4, 5
010001111, 5, 4
010010000, 2, 7
010010001, 3, 6
010010010, 3, 6
010010011, 4, 5
010010100, 3, 6
010010101, 4, 5
010010110, 4, 5
010010111, 5, 4
010011000, 3, 6
010011001, 4, 5
010011010, 4, 5
010011011, 5, 4
010011100, 4, 5
010011101, 5, 4
010011110, 5, 4
010011111, 6, 3
010100000, 2, 7
010100001, 3, 6
010100010, 3, 6
010100011, 4, 5
010100100, 3, 6
010100101, 4, 5
010100110, 4, 5
010100111, 5, 4
010101000, 3, 6
010101001, 4, 5
010101010, 4, 5
010101011, 5, 4
010101100, 4, 5
010101101, 5, 4
010101110, 5, 4
010101111, 6, 3
010110000, 3, 6
010110001, 4, 5
010110010, 4, 5
010110011, 5, 4
010110100, 4, 5
010110101, 5, 4
010110110, 5, 4
010110111, 6, 3
010111000, 4, 5
010111001, 5, 4
010111010, 5, 4
010111011, 6, 3
010111100, 5, 4
010111101, 6, 3
010111110, 6, 3
010111111, 7, 2
011000000, 2, 7
011000001, 3, 6
011000010, 3, 6
011000011, 4, 5
011000100, 3, 6
011000101, 4, 5
011000110, 4, 5
011000111, 5, 4
011001000, 3, 6
011001001, 4, 5
011001010, 4, 5
011001011, 5, 4
011001100, 4, 5
011001101, 5, 4
011001110, 5, 4
011001111, 6, 3
011010000, 3, 6
011010001, 4, 5
011010010, 4, 5
011010011, 5, 4
011010100, 4, 5
011010101, 5, 4
011010110, 5, 4
011010111, 6, 3
011011000, 4, 5
011011001, 5, 4
011011010, 5, 4
011011011, 6, 3
011011100, 5, 4
011011101, 6, 3
011011110, 6, 3
011011111, 7, 2
011100000, 3, 6
011100001, 4, 5
011100010, 4, 5
011100011, 5, 4
011100100, 4, 5
011100101, 5, 4
011100110, 5, 4
011100111, 6, 3
011101000, 4, 5
011101001, 5, 4
011101010, 5, 4
011101011, 6, 3
011101100, 5, 4
011101101, 6, 3
011101110, 6, 3
011101111, 7, 2
011110000, 4, 5
011110001, 5, 4
011110010, 5, 4
011110011, 6, 3
011110100, 5, 4
011110101, 6, 3
011110110, 6, 3
011110111, 7, 2
011111000, 5, 4
011111001, 6, 3
011111010, 6, 3
011111011, 7, 2
011111100, 6, 3
011111101, 7, 2
011111110, 7, 2
011111111, 8, 1
100000000, 1, 8
100000001, 2, 7
100000010, 2, 7
100000011, 3, 6
100000100, 2, 7
100000101, 3, 6
100000110, 3, 6
100000111, 4, 5
100001000, 2, 7
100001001, 3, 6
100001010, 3, 6
100001011, 4, 5
100001100, 3, 6
100001101, 4, 5
100001110, 4, 5
100001111, 5, 4
100010000, 2, 7
100010001, 3, 6
100010010, 3, 6
100010011, 4, 5
100010100, 3, 6
100010101, 4, 5
100010110, 4, 5
100010111, 5, 4
100011000, 3, 6
100011001, 4, 5
100011010, 4, 5
100011011, 5, 4
100011100, 4, 5
100011101, 5, 4
100011110, 5, 4
100011111, 6, 3
100100000, 2, 7
100100001, 3, 6
100100010, 3, 6
100100011, 4, 5
100100100, 3, 6
100100101, 4, 5
100100110, 4, 5
100100111, 5, 4
100101000, 3, 6
100101001, 4, 5
100101010, 4, 5
100101011, 5, 4
100101100, 4, 5
100101101, 5, 4
100101110, 5, 4
100101111, 6, 3
100110000, 3, 6
100110001, 4, 5
100110010, 4, 5
100110011, 5, 4
100110100, 4, 5
100110101, 5, 4
100110110, 5, 4
100110111, 6, 3
100111000, 4, 5
100111001, 5, 4
100111010, 5, 4
100111011, 6, 3
100111100, 5, 4
100111101, 6, 3
100111110, 6, 3
100111111, 7, 2
101000000, 2, 7
101000001, 3, 6
101000010, 3, 6
101000011, 4, 5
101000100, 3, 6
101000101, 4, 5
101000110, 4, 5
101000111, 5, 4
101001000, 3, 6
101001001, 4, 5
101001010, 4, 5
101001011, 5, 4
101001100, 4, 5
101001101, 5, 4
101001110, 5, 4
101001111, 6, 3
101010000, 3, 6
101010001, 4, 5
101010010, 4, 5
101010011, 5, 4
101010100, 4, 5
101010101, 5, 4
101010110, 5, 4
101010111, 6, 3
101011000, 4, 5
101011001, 5, 4
101011010, 5, 4
101011011, 6, 3
101011100, 5, 4
101011101, 6, 3
101011110, 6, 3
101011111, 7, 2
101100000, 3, 6
101100001, 4, 5
101100010, 4, 5
101100011, 5, 4
101100100, 4, 5
101100101, 5, 4
101100110, 5, 4
101100111, 6, 3
101101000, 4, 5
101101001, 5, 4
101101010, 5, 4
101101011, 6, 3
101101100, 5, 4
101101101, 6, 3
101101110, 6, 3
101101111, 7, 2
101110000, 4, 5
101110001, 5, 4
101110010, 5, 4
101110011, 6, 3
101110100, 5, 4
101110101, 6, 3
101110110, 6, 3
101110111, 7, 2
101111000, 5, 4
101111001, 6, 3
101111010, 6, 3
101111011, 7, 2
101111100, 6, 3
101111101, 7, 2
101111110, 7, 2
101111111, 8, 1
110000000, 2, 7
110000001, 3, 6
110000010, 3, 6
110000011, 4, 5
110000100, 3, 6
110000101, 4, 5
110000110, 4, 5
110000111, 5, 4
110001000, 3, 6
110001001, 4, 5
110001010, 4, 5
110001011, 5, 4
110001100, 4, 5
110001101, 5, 4
110001110, 5, 4
110001111, 6, 3
110010000, 3, 6
110010001, 4, 5
110010010, 4, 5
110010011, 5, 4
110010100, 4, 5
110010101, 5, 4
110010110, 5, 4
110010111, 6, 3
110011000, 4, 5
110011001, 5, 4
110011010, 5, 4
110011011, 6, 3
110011100, 5, 4
110011101, 6, 3
110011110, 6, 3
110011111, 7, 2
110100000, 3, 6
110100001, 4, 5
110100010, 4, 5
110100011, 5, 4
110100100, 4, 5
110100101, 5, 4
110100110, 5, 4
110100111, 6, 3
110101000, 4, 5
110101001, 5, 4
110101010, 5, 4
110101011, 6, 3
110101100, 5, 4
110101101, 6, 3
110101110, 6, 3
110101111, 7, 2
110110000, 4, 5
110110001, 5, 4
110110010, 5, 4
110110011, 6, 3
110110100, 5, 4
110110101, 6, 3
110110110, 6, 3
110110111, 7, 2
110111000, 5, 4
110111001, 6, 3
110111010, 6, 3
110111011, 7, 2
110111100, 6, 3
110111101, 7, 2
110111110, 7, 2
110111111, 8, 1
111000000, 3, 6
111000001, 4, 5
111000010, 4, 5
111000011, 5, 4
111000100, 4, 5
111000101, 5, 4
111000110, 5, 4
111000111, 6, 3
111001000, 4, 5
111001001, 5, 4
111001010, 5, 4
111001011, 6, 3
111001100, 5, 4
111001101, 6, 3
111001110, 6, 3
111001111, 7, 2
111010000, 4, 5
111010001, 5, 4
111010010, 5, 4
111010011, 6, 3
111010100, 5, 4
111010101, 6, 3
111010110, 6, 3
111010111, 7, 2
111011000, 5, 4
111011001, 6, 3
111011010, 6, 3
111011011, 7, 2
111011100, 6, 3
111011101, 7, 2
111011110, 7, 2
111011111, 8, 1
111100000, 4, 5
111100001, 5, 4
111100010, 5, 4
111100011, 6, 3
111100100, 5, 4
111100101, 6, 3
111100110, 6, 3
111100111, 7, 2
111101000, 5, 4
111101001, 6, 3
111101010, 6, 3
111101011, 7, 2
111101100, 6, 3
111101101, 7, 2
111101110, 7, 2
111101111, 8, 1
111110000, 5, 4
111110001, 6, 3
111110010, 6, 3
111110011, 7, 2
111110100, 6, 3
111110101, 7, 2
111110110, 7, 2
111110111, 8, 1
111111000, 6, 3
111111001, 7, 2
111111010, 7, 2
111111011, 8, 1
111111100, 7, 2
111111101, 8, 1
111111110, 8, 1
111111111, 9, 0
0000000000, 0, 10
0000000001, 1, 9
0000000010, 1, 9
0000000011, 2, 8
0000000100, 1, 9
0000000101, 2, 8
0000000110, 2, 8
0000000111, 3, 7
0000001000, 1, 9
0000001001, 2, 8
0000001010, 2, 8
0000001011, 3, 7
0000001100, 2, 8
0000001101, 3, 7
0000001110, 3, 7
0000001111, 4, 6
0000010000, 1, 9
0000010001, 2, 8
0000010010, 2, 8
0000010011, 3, 7
0000010100, 2, 8
0000010101, 3, 7
0000010110, 3, 7
0000010111, 4, 6
0000011000, 2, 8
0000011001, 3, 7
0000011010, 3, 7
0000011011, 4, 6
0000011100, 3, 7
0000011101, 4, 6
0000011110, 4, 6
0000011111, 5, 5
0000100000, 1, 9
0000100001, 2, 8
0000100010, 2, 8
0000100011, 3, 7
0000100100, 2, 8
0000100101, 3, 7
0000100110, 3, 7
0000100111, 4, 6
0000101000, 2, 8
0000101001, 3, 7
0000101010, 3, 7
0000101011, 4, 6
0000101100, 3, 7
0000101101, 4, 6
0000101110, 4, 6
0000101111, 5, 5
0000110000, 2, 8
0000110001, 3, 7
0000110010, 3, 7
0000110011, 4, 6
0000110100, 3, 7
0000110101, 4, 6
0000110110, 4, 6
0000110111, 5, 5
0000111000, 3, 7
0000111001, 4, 6
0000111010, 4, 6
0000111011, 5, 5
0000111100, 4, 6
0000111101, 5, 5
0000111110, 5, 5
0000111111, 6, 4
0001000000, 1, 9
0001000001, 2, 8
0001000010, 2, 8
0001000011, 3, 7
0001000100, 2, 8
0001000101, 3, 7
0001000110, 3, 7
0001000111, 4, 6
0001001000, 2, 8
0001001001, 3, 7
0001001010, 3, 7
0001001011, 4, 6
0001001100, 3, 7
0001001101, 4, 6
0001001110, 4, 6
0001001111, 5, 5
0001010000, 2, 8
0001010001, 3, 7
0001010010, 3, 7
0001010011, 4, 6
0001010100, 3, 7
0001010101, 4, 6
0001010110, 4, 6
0001010111, 5, 5
0001011000, 3, 7
0001011001, 4, 6
0001011010, 4, 6
0001011011, 5, 5
0001011100, 4, 6
0001011101, 5, 5
0001011110, 5, 5
0001011111, 6, 4
0001100000, 2, 8
0001100001, 3, 7
0001100010, 3, 7
0001100011, 4, 6
0001100100, 3, 7
0001100101, 4, 6
0001100110, 4, 6
0001100111, 5, 5
0001101000, 3, 7
0001101001, 4, 6
0001101010, 4, 6
0001101011, 5, 5
0001101100, 4, 6
0001101101, 5, 5
0001101110, 5, 5
0001101111, 6, 4
0001110000, 3, 7
0001110001, 4, 6
0001110010, 4, 6
0001110011, 5, 5
0001110100, 4, 6
0001110101, 5, 5
0001110110, 5, 5
0001110111, 6, 4
0001111000, 4, 6
0001111001, 5, 5
0001111010, 5, 5
0001111011, 6, 4
0001111100, 5, 5
0001111101, 6, 4
0001111110, 6, 4
0001111111, 7, 3
0010000000, 1, 9
0010000001, 2, 8
0010000010, 2, 8
0010000011, 3, 7
0010000100, 2, 8
0010000101, 3, 7
0010000110, 3, 7
0010000111, 4, 6
0010001000, 2, 8
0010001001, 3, 7
0010001010, 3, 7
0010001011, 4, 6
0010001100, 3, 7
0010001101, 4, 6
0010001110, 4, 6
0010001111, 5, 5
0010010000, 2, 8
0010010001, 3, 7
0010010010, 3, 7
0010010011, 4, 6
0010010100, 3, 7
0010010101, 4, 6
0010010110, 4, 6
0010010111, 5, 5
0010011000, 3, 7
0010011001, 4, 6
0010011010, 4, 6
0010011011, 5, 5
0010011100, 4, 6
0010011101, 5, 5
0010011110, 5, 5
0010011111, 6, 4
0010100000, 2, 8
0010100001, 3, 7
0010100010, 3, 7
0010100011, 4, 6
0010100100, 3, 7
0010100101, 4, 6
0010100110, 4, 6
0010100111, 5, 5
0010101000, 3, 7
0010101001, 4, 6
0010101010, 4, 6
0010101011, 5, 5
0010101100, 4, 6
0010101101, 5, 5
0010101110, 5, 5
0010101111, 6, 4
0010110000, 3, 7
0010110001, 4, 6
0010110010, 4, 6
0010110011, 5, 5
0010110100, 4, 6
0010110101, 5, 5
0010110110, 5, 5
0010110111, 6, 4
0010111000, 4, 6
0010111001, 5, 5
0010111010, 5, 5
0010111011, 6, 4
0010111100, 5, 5
0010111101, 6, 4
0010111110, 6, 4
0010111111, 7, 3
0011000000, 2, 8
0011000001, 3, 7
0011000010, 3, 7
0011000011, 4, 6
0011000100, 3, 7
0011000101, 4, 6
0011000110, 4, 6
0011000111, 5, 5
0011001000, 3, 7
0011001001, 4, 6
0011001010, 4, 6
0011001011, 5, 5
0011001100, 4, 6
0011001101, 5, 5
0011001110, 5, 5
0011001111, 6, 4
0011010000, 3, 7
0011010001, 4, 6
0011010010, 4, 6
0011010011, 5, 5
0011010100, 4, 6
0011010101, 5, 5
0011010110, 5, 5
0011010111, 6, 4
0011011000, 4, 6
0011011001, 5, 5
0011011010, 5, 5
0011011011, 6, 4
0011011100, 5, 5
0011011101, 6, 4
0011011110, 6, 4
0011011111, 7, 3
0011100000, 3, 7
0011100001, 4, 6
0011100010, 4, 6
0011100011, 5, 5
0011100100, 4, 6
0011100101, 5, 5
0011100110, 5, 5
0011100111, 6, 4
0011101000, 4, 6
0011101001, 5, 5
0011101010, 5, 5
0011101011, 6, 4
0011101100, 5, 5
0011101101, 6, 4
0011101110, 6, 4
0011101111, 7, 3
0011110000, 4, 6
0011110001, 5, 5
0011110010, 5, 5
0011110011, 6, 4
0011110100, 5, 5
0011110101, 6, 4
0011110110, 6, 4
0011110111, 7, 3
0011111000, 5, 5
0011111001, 6, 4
0011111010, 6, 4
0011111011, 7, 3
0011111100, 6, 4
0011111101, 7, 3
0011111110, 7, 3
0011111111, 8, 2
0100000000, 1, 9
0100000001, 2, 8
0100000010, 2, 8
0100000011, 3, 7
0100000100, 2, 8
0100000101, 3, 7
0100000110, 3, 7
0100000111, 4, 6
0100001000, 2, 8
0100001001, 3, 7
0100001010, 3, 7
0100001011, 4, 6
0100001100, 3, 7
0100001101, 4, 6
0100001110, 4, 6
0100001111, 5, 5
0100010000, 2, 8
0100010001, 3, 7
0100010010, 3, 7
0100010011, 4, 6
0100010100, 3, 7
0100010101, 4, 6
0100010110, 4, 6
0100010111, 5, 5
0100011000, 3, 7
0100011001, 4, 6
0100011010, 4, 6
0100011011, 5, 5
0100011100, 4, 6
0100011101, 5, 5
0100011110, 5, 5
0100011111, 6, 4
0100100000, 2, 8
0100100001, 3, 7
0100100010, 3, 7
0100100011, 4, 6
0100100100, 3, 7
0100100101, 4, 6
0100100110, 4, 6
0100100111, 5, 5
0100101000, 3, 7
0100101001, 4, 6
0100101010, 4, 6
0100101011, 5, 5
0100101100, 4, 6
0100101101, 5, 5
0100101110, 5, 5
0100101111, 6, 4
0100110000, 3, 7
0100110001, 4, 6
0100110010, 4, 6
0100110011, 5, 5
0100110100, 4, 6
0100110101, 5, 5
0100110110, 5, 5
0100110111, 6, 4
0100111000, 4, 6
0100111001, 5, 5
0100111010, 5, 5
0100111011, 6, 4
0100111100, 5, 5
0100111101, 6, 4
0100111110, 6, 4
0100111111, 7, 3
0101000000, 2, 8
0101000001, 3, 7
0101000010, 3, 7
0101000011, 4, 6
0101000100, 3, 7
0101000101, 4, 6
0101000110, 4, 6
0101000111, 5, 5
0101001000, 3, 7
0101001001, 4, 6
0101001010, 4, 6
0101001011, 5, 5
0101001100, 4, 6
0101001101, 5, 5
0101001110, 5, 5
0101001111, 6, 4
0101010000, 3, 7
0101010001, 4, 6
0101010010, 4, 6
0101010011, 5, 5
0101010100, 4, 6
0101010101, 5, 5
0101010110, 5, 5
0101010111, 6, 4
0101011000, 4, 6
0101011001, 5, 5
0101011010, 5, 5
0101011011, 6, 4
0101011100, 5, 5
0101011101, 6, 4
0101011110, 6, 4
0101011111, 7, 3
0101100000, 3, 7
0101100001, 4, 6
0101100010, 4, 6
